,tweet_id,timestamp,source,text,expanded_urls,name,faves,retweets,jpg_url,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,rating,dogtionary,multiple
10,8.90007E+17,2017-07-26 00:31:25 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a petting #BarkWeek https://t.co/dVPW0B0Mme,"https://twitter.com/dog_rates/status/890006608113172480/photo/1,https://twitter.com/dog_rates/status/890006608113172480/photo/1",Koda,28208,6500,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,Samoyed,95.7979,TRUE,Pomeranian,1.38835,TRUE,chow,0.816748,TRUE,1.3,,
11,8.89881E+17,2017-07-25 16:11:53 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy https://t.co/u1XPQMl29g,https://twitter.com/dog_rates/status/889880896479866881/photo/1,Bruno,25671,4415,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,French_bulldog,37.7417,TRUE,Labrador_retriever,15.1317,TRUE,muzzle,8.29811,FALSE,1.3,,
12,8.89665E+17,2017-07-25 01:55:32 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 https://t.co/BxvuXk0UCm,https://twitter.com/dog_rates/status/889665388333682689/photo/1,,44081,8857,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,Pembroke,96.6327,TRUE,Cardigan,2.73557,TRUE,basenji,0.463323,TRUE,1.3,puppo,
13,8.89639E+17,2017-07-25 00:10:02 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,"https://twitter.com/dog_rates/status/889638837579907072/photo/1,https://twitter.com/dog_rates/status/889638837579907072/photo/1",Ted,24798,3970,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,French_bulldog,99.165,TRUE,boxer,0.212864,TRUE,Staffordshire_bullterrier,0.149818,TRUE,1.2,,
14,8.89531E+17,2017-07-24 17:02:04 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,https://twitter.com/dog_rates/status/889531135344209921/photo/1,Stuart,13949,1998,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,golden_retriever,95.3442,TRUE,Labrador_retriever,1.38341,TRUE,redbone,0.795775,TRUE,1.3,puppo,
15,8.89279E+17,2017-07-24 00:19:32 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,https://twitter.com/dog_rates/status/889278841981685760/video/1,Oliver,23149,4719,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,whippet,62.6152,TRUE,borzoi,19.4742,TRUE,Saluki,2.73507,TRUE,1.3,,
16,8.88917E+17,2017-07-23 00:22:39 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,https://twitter.com/dog_rates/status/888917238123831296/photo/1,Jim,26756,3977,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,golden_retriever,71.4719,TRUE,Tibetan_mastiff,12.0184,TRUE,Labrador_retriever,10.5506,TRUE,1.2,,
17,8.88805E+17,2017-07-22 16:56:37 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,"https://twitter.com/dog_rates/status/888804989199671297/photo/1,https://twitter.com/dog_rates/status/888804989199671297/photo/1",Zeke,23481,3747,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,golden_retriever,46.976,TRUE,Labrador_retriever,18.4172,TRUE,English_setter,7.34817,TRUE,1.3,,
18,8.88555E+17,2017-07-22 00:23:06 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,"https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1",Ralphus,18112,3066,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,Siberian_husky,70.0377,TRUE,Eskimo_dog,16.6511,TRUE,malamute,11.1411,TRUE,1.3,,
19,8.88078E+17,2017-07-20 16:49:33 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,"https://twitter.com/dog_rates/status/888078434458587136/photo/1,https://twitter.com/dog_rates/status/888078434458587136/photo/1",Gerald,20010,3074,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,French_bulldog,99.5026,TRUE,pug,0.0931908,TRUE,bull_mastiff,0.0903211,TRUE,1.2,,
20,8.87705E+17,2017-07-19 16:06:48 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,https://twitter.com/dog_rates/status/887705289381826560/photo/1,Jeffrey,27823,4785,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,basset,82.1664,TRUE,redbone,8.75815,TRUE,Weimaraner,2.62364,TRUE,1.3,,
21,8.87517E+17,2017-07-19 03:39:09 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,https://twitter.com/dog_rates/status/887517139158093824/video/1,such,42611,10436,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,limousine,13.0432,FALSE,tow_truck,2.91754,FALSE,shopping_cart,2.63208,FALSE,1.4,,
22,8.87474E+17,2017-07-19 00:47:34 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,"https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1",Canela,63088,15933,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,Pembroke,80.9197,TRUE,Rhodesian_ridgeback,5.495,TRUE,beagle,3.89148,TRUE,1.3,,
23,8.87343E+17,2017-07-18 16:08:03 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,https://twitter.com/dog_rates/status/887343217045368832/video/1,,30936,9332,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,Mexican_hairless,33.0741,TRUE,sea_lion,27.5645,FALSE,Weimaraner,13.4203,TRUE,1.3,,
24,8.87101E+17,2017-07-18 00:07:08 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,https://twitter.com/dog_rates/status/887101392804085760/photo/1,,28152,5284,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,Samoyed,73.3942,TRUE,Eskimo_dog,3.50295,TRUE,Staffordshire_bullterrier,2.97047,TRUE,1.2,,
25,8.86983E+17,2017-07-17 16:17:36 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,"https://twitter.com/dog_rates/status/886983233522544640/photo/1,https://twitter.com/dog_rates/status/886983233522544640/photo/1",Maya,31977,6778,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,Chihuahua,79.3469,TRUE,toy_terrier,14.3528,TRUE,can_opener,3.22529,FALSE,1.3,,
26,8.86737E+17,2017-07-16 23:58:41 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b","https://www.gofundme.com/mingusneedsus,https://twitter.com/dog_rates/status/886736880519319552/photo/1,https://twitter.com/dog_rates/status/886736880519319552/photo/1",Mingus,10981,2825,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,kuvasz,30.9706,TRUE,Great_Pyrenees,18.6136,TRUE,Dandie_Dinmont,8.63463,TRUE,1.3,,
27,8.8668E+17,2017-07-16 20:14:00 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,https://twitter.com/dog_rates/status/886680336477933568/photo/1,Derek,20663,3968,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,convertible,73.8995,FALSE,sports_car,13.9952,FALSE,car_wheel,4.41727,FALSE,1.3,,
28,8.86366E+17,2017-07-15 23:25:31 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,"https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1",Roscoe,19418,2805,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,French_bulldog,99.9201,TRUE,Chihuahua,0.0361178,TRUE,Boston_bull,0.00755616,TRUE,1.2,pupper,
29,8.86258E+17,2017-07-15 16:17:19 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,https://twitter.com/dog_rates/status/886258384151887873/photo/1,Waffles,25690,5605,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,pug,94.3575,TRUE,shower_cap,2.52856,FALSE,Siamese_cat,0.284892,FALSE,1.3,,
30,8.85985E+17,2017-07-14 22:10:11 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,https://twitter.com/dog_rates/status/885984800019947520/photo/1,Jimbo,29933,5950,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,Blenheim_spaniel,97.2494,TRUE,Shih-Tzu,0.663012,TRUE,Bernese_mountain_dog,0.623915,TRUE,1.2,,
31,8.85529E+17,2017-07-13 15:58:47 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,https://twitter.com/dog_rates/status/885528943205470208/photo/1,Maisey,33019,5666,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,pug,36.9275,TRUE,Labrador_retriever,26.5835,TRUE,kuvasz,13.4697,TRUE,1.3,,
32,8.85168E+17,2017-07-12 16:03:00 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,"https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1",,20088,3870,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,malamute,81.2482,TRUE,Siberian_husky,7.17125,TRUE,Eskimo_dog,5.57697,TRUE,1.3,,
33,8.84926E+17,2017-07-12 00:01:00 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",https://twitter.com/dog_rates/status/884925521741709313/photo/1,Earl,70694,15988,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,Italian_greyhound,25.9916,TRUE,American_Staffordshire_terrier,19.8451,TRUE,Staffordshire_bullterrier,12.7725,TRUE,1.2,,
34,8.84877E+17,2017-07-11 20:47:12 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,"https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1",Lola,25533,4946,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,chow,82.2103,TRUE,Norwich_terrier,10.6075,TRUE,Norfolk_terrier,3.73485,TRUE,1.3,,
35,8.84563E+17,2017-07-11 00:00:02 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,https://twitter.com/dog_rates/status/884562892145688576/photo/1,Kevin,22337,4166,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,pug,54.6406,TRUE,French_bulldog,40.4291,TRUE,Brabancon_griffon,4.40019,TRUE,1.3,,
36,8.84442E+17,2017-07-10 15:58:53 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",https://twitter.com/dog_rates/status/884441805382717440/photo/1,,24903,5053,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,Pembroke,99.3225,TRUE,Cardigan,0.321648,TRUE,Chihuahua,0.208089,TRUE,1.4,,
37,8.84163E+17,2017-07-09 21:29:42 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,https://twitter.com/dog_rates/status/884162670584377345/photo/1,Yogi,18761,2652,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,German_shepherd,70.7046,TRUE,malinois,19.9396,TRUE,Norwegian_elkhound,4.91476,TRUE,1.2,doggo,
38,8.83838E+17,2017-07-09 00:00:04 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,https://twitter.com/dog_rates/status/883838122936631299/photo/1,Noah,20073,3028,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,Doberman,61.0946,TRUE,miniature_pinscher,29.9603,TRUE,kelpie,6.30203,TRUE,1.2,,
39,8.83483E+17,2017-07-08 00:28:19 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948","https://twitter.com/dog_rates/status/883482846933004288/photo/1,https://twitter.com/dog_rates/status/883482846933004288/photo/1",Bella,42098,8753,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,golden_retriever,94.3082,TRUE,Labrador_retriever,3.2409,TRUE,kuvasz,0.550072,TRUE,0.5,,
40,8.83361E+17,2017-07-07 16:22:55 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,https://twitter.com/dog_rates/status/883360690899218434/photo/1,Grizzwald,20846,3267,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,chow,98.7997,TRUE,Tibetan_mastiff,0.709872,TRUE,Newfoundland,0.214033,TRUE,1.3,floofer,
41,8.83118E+17,2017-07-07 00:17:54 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E","https://twitter.com/dog_rates/status/883117836046086144/photo/1,https://twitter.com/dog_rates/status/883117836046086144/photo/1",,34056,5883,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,golden_retriever,94.9562,TRUE,Labrador_retriever,4.59479,TRUE,kuvasz,0.247094,TRUE,1.3,,
42,8.82992E+17,2017-07-06 15:58:11 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,"https://twitter.com/dog_rates/status/882992080364220416/photo/1,https://twitter.com/dog_rates/status/882992080364220416/photo/1",Rusty,21945,3441,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,Eskimo_dog,46.6778,TRUE,Siberian_husky,40.6044,TRUE,dingo,7.34144,FALSE,1.3,,
43,8.82763E+17,2017-07-06 00:46:41 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,https://twitter.com/dog_rates/status/882762694511734784/photo/1,Gus,25954,4326,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,Labrador_retriever,85.005,TRUE,Chesapeake_Bay_retriever,7.4257,TRUE,flat-coated_retriever,1.55794,TRUE,1.2,pupper,
44,8.82627E+17,2017-07-05 15:48:34 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,https://twitter.com/dog_rates/status/882627270321602560/photo/1,Stanley,25738,5377,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,Pembroke,54.2982,TRUE,Chihuahua,25.1988,TRUE,Cardigan,10.7699,TRUE,1.3,,
45,8.82268E+17,2017-07-04 16:01:23 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,"https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1",Alfy,41165,10276,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,golden_retriever,76.2211,TRUE,Labrador_retriever,9.89849,TRUE,cocker_spaniel,1.71995,TRUE,1.3,,
46,8.82046E+17,2017-07-04 01:18:17 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w","https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1",Koko,26935,4314,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,web_site,94.9591,FALSE,dhole,1.73258,FALSE,golden_retriever,0.694063,TRUE,1.3,,
47,8.81907E+17,2017-07-03 16:04:48 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,https://twitter.com/dog_rates/status/881906580714921986/photo/1,Rey,22398,3018,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,Weimaraner,29.1539,TRUE,Chesapeake_Bay_retriever,27.8966,TRUE,koala,12.7017,FALSE,1.2,,
48,8.81667E+17,2017-07-03 00:11:11 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,https://twitter.com/dog_rates/status/881666595344535552/photo/1,Gary,46555,9467,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,Saluki,52.9012,TRUE,Afghan_hound,25.0003,TRUE,golden_retriever,16.0739,TRUE,1.3,,
